-1.087,-25,-0.0649,-1.2341,3.6548
-1.087,-22.826,-0.44809,-1.1802,4.1792
-1.087,-20.652,-0.39381,-0.97537,4.1731
-1.087,-18.478,-0.31523,-0.75049,4.0791
-1.087,-16.304,-0.22705,-0.53091,3.9595
-1.087,-14.13,-0.12487,-0.31454,3.8091
-1.087,-11.957,-0.033415,-0.14181,3.6368
-1.087,-9.7826,0.015034,-0.068009,3.4656
-1.087,-7.6087,0.027696,-0.040374,3.3251
-1.087,-5.4348,0.022626,-0.024597,3.228
-1.087,-3.2609,0.011623,-0.011763,3.1733
-1.087,-1.087,1.0506e-05,-2.4917e-05,3.1416
-1.087,1.087,-0.011696,0.011657,1.5587
-1.087,3.2609,-0.023594,0.024149,-0.062254
-1.087,5.4348,-0.033038,0.038696,-0.16178
-1.087,7.6087,-0.033413,0.060427,-0.28656
-1.087,9.7826,-0.016038,0.10172,-0.43331
-1.087,11.957,0.0258,0.18687,-0.58896
-1.087,14.13,0.087175,0.33375,-0.73621
-1.087,16.304,0.16533,0.52832,-0.87106
-1.087,18.478,0.23064,0.73287,-0.96736
-1.087,20.652,0.2796,0.93277,-1.0341
-1.087,22.826,0.31764,1.1283,-1.0832
-1.087,25,0.34804,1.3207,-1.1207
-11.957,-25,-0.12973,-1.6632,2.7528
-11.957,-22.826,-0.85409,-0.96893,4.159
-11.957,-20.652,-0.74431,-0.8989,3.8532
-11.957,-18.478,-0.39176,-0.43211,3.7445
-11.957,-16.304,-0.082766,-0.090074,3.369
-11.957,-14.13,0.010674,-0.011224,3.1648
-11.957,-11.957,-1.7782e-05,1.6994e-05,3.1416
-11.957,-9.7826,-0.011352,0.011033,3.1183
-11.957,-7.6087,-0.023209,0.01726,3.0573
-11.957,-5.4348,-0.039712,0.013108,2.9542
-11.957,-3.2609,-0.072345,-0.0044295,2.8148
-11.957,-1.087,-0.12891,-0.025573,2.66
-11.957,1.087,-0.1932,-0.03488,2.5141
-11.957,3.2609,-0.24239,-0.028699,2.3793
-11.957,5.4348,-0.26272,-0.011447,2.2464
-11.957,7.6087,-0.24754,0.01926,2.1171
-11.957,9.7826,-0.20186,0.065874,1.984
-11.957,11.957,-0.14064,0.13286,-0.31368
-11.957,14.13,-0.085057,0.23188,-1.1962
-11.957,16.304,-0.035758,0.355,-1.2659
-11.957,18.478,0.0072063,0.49295,-1.3076
-11.957,20.652,0.044351,0.64103,-1.3382
-11.957,22.826,0.077184,0.79593,-1.363
-11.957,25,0.10497,0.9563,-1.3821
-14.13,-25,-0.39261,-2.2373,2.2603
-14.13,-22.826,-0.13361,-0.3522,3.4275
-14.13,-20.652,-1.0766,-1.0823,4.2405
-14.13,-18.478,-0.22742,-0.24004,3.4702
-14.13,-16.304,0.010305,-0.010982,3.1647
-14.13,-14.13,-1.7611e-05,1.7036e-05,3.1416
-14.13,-11.957,-0.011225,0.010676,3.1184
-14.13,-9.7826,-0.022111,0.014286,3.0556
-14.13,-7.6087,-0.038545,-0.00060942,2.9436
-14.13,-5.4348,-0.095483,-0.052875,2.7701
-14.13,-3.2609,-0.21363,-0.12398,2.5701
-14.13,-1.087,-0.29401,-0.12547,2.4595
-14.13,1.087,-0.35056,-0.099383,2.3695
-14.13,3.2609,-0.39225,-0.075815,2.2667
-14.13,5.4348,-0.4027,-0.050943,2.1577
-14.13,7.6087,-0.37505,-0.019236,2.0518
-14.13,9.7826,-0.31614,0.024371,1.9588
-14.13,11.957,-0.24068,0.083053,1.8771
-14.13,14.13,-0.16426,0.16041,-0.93426
-14.13,16.304,-0.10273,0.26717,-1.3126
-14.13,18.478,-0.051166,0.39346,-1.355
-14.13,20.652,-0.0067693,0.53166,-1.3827
-14.13,22.826,0.032854,0.67748,-1.4046
-14.13,25,0.066813,0.83034,-1.423
-16.304,-25,-0.58585,-2.6299,1.9661
-16.304,-22.826,-0.30436,-1.0437,2.7899
-16.304,-20.652,-0.08216,-0.084699,3.3882
-16.304,-18.478,0.0081495,-0.010083,3.1691
-16.304,-16.304,1.7051e-05,-1.7469e-05,3.1416
-16.304,-14.13,-0.010994,0.010322,3.1186
-16.304,-11.957,-0.020276,0.010595,3.0531
-16.304,-9.7826,-0.049117,-0.031601,2.9093
-16.304,-7.6087,-0.24247,-0.19916,2.6045
-16.304,-5.4348,-0.44157,-0.30562,2.4089
-16.304,-3.2609,-0.49614,-0.28344,2.3458
-16.304,-1.087,-0.5247,-0.23262,2.3004
-16.304,1.087,-0.5443,-0.16932,2.2556
-16.304,3.2609,-0.56541,-0.11798,2.1854
-16.304,5.4348,-0.56423,-0.084612,2.092
-16.304,7.6087,-0.5236,-0.052827,2.0004
-16.304,9.7826,-0.45144,-0.013599,1.9219
-16.304,11.957,-0.36363,0.037873,1.8586
-16.304,14.13,-0.27276,0.10378,1.8076
-16.304,16.304,-0.18866,0.18745,-1.3543
-16.304,18.478,-0.12351,0.29798,-1.3989
