-0.63636,-7,0.031797,-0.037392,3.2724
-0.63636,-5.7273,0.026779,-0.028894,3.2308
-0.63636,-4.4545,0.020609,-0.021216,3.1973
-0.63636,-3.1818,0.013753,-0.013887,3.1752
-0.63636,-1.9091,0.006649,-0.0066907,3.1645
-0.63636,-0.63636,-5.7821e-05,1.3125e-06,3.1415
-0.63636,0.63636,-0.0066264,0.0066149,1.5669
-0.63636,1.9091,-0.013788,0.013786,0.011585
-0.63636,3.1818,-0.020801,0.021012,-0.031838
-0.63636,4.4545,-0.027542,0.028555,-0.071265
-0.63636,5.7273,-0.03321,0.036655,-0.1174
-0.63636,7,-0.037361,0.046032,-0.17235
-1.9091,-7,0.026169,-0.028944,3.2284
-1.9091,-5.7273,0.020377,-0.021231,3.1947
-1.9091,-4.4545,0.01368,-0.013868,3.1705
-1.9091,-3.1818,0.0066489,-0.0066829,3.1566
-1.9091,-1.9091,1.9796e-05,-3.7591e-05,3.1416
-1.9091,-0.63636,-0.0066907,0.006649,3.1187
-1.9091,0.63636,-0.013866,0.013783,3.0847
-1.9091,1.9091,-0.020996,0.020897,1.5427
-1.9091,3.1818,-0.027966,0.028178,-0.053588
-1.9091,4.4545,-0.034333,0.036019,-0.11148
-1.9091,5.7273,-0.03961,0.044871,-0.16789
-1.9091,7,-0.042647,0.055496,-0.23144
-3.1818,-7,0.019971,-0.021477,3.1925
-3.1818,-5.7273,0.015775,-0.014675,3.1778
-3.1818,-4.4545,0.008846,-0.0076522,3.1588
-3.1818,-3.1818,0.002023,-0.00087266,3.1457
-3.1818,-1.9091,-0.004512,0.0065053,3.1321
-3.1818,-0.63636,-0.011344,0.013948,3.1153
-3.1818,0.63636,-0.01839,0.021555,3.0903
-3.1818,1.9091,-0.025504,0.029202,3.0503
-3.1818,3.1818,-0.03247,0.037021,2.9474
-3.1818,4.4545,-0.038886,0.045333,-0.11568
-3.1818,5.7273,-0.044033,0.054793,-0.19774
-3.1818,7,-0.047348,0.06632,-0.26552
-4.4545,-7,0.013531,-0.013825,3.1677
-4.4545,-5.7273,0.0066455,-0.0066814,3.1522
-4.4545,-4.4545,-3.3667e-05,2.6946e-05,3.1416
-4.4545,-3.1818,-0.0066501,0.0066203,3.1298
-4.4545,-1.9091,-0.013868,0.01368,3.1127
-4.4545,-0.63636,-0.021216,0.020609,3.0859
-4.4545,0.63636,-0.028716,0.027383,3.049
-4.4545,1.9091,-0.036317,0.034224,2.9991
-4.4545,3.1818,-0.043607,0.041376,2.9308
-4.4545,4.4545,-0.049956,0.049529,1.453
-4.4545,5.7273,-0.054297,0.059389,-0.27562
-4.4545,7,-0.056078,0.072275,-0.36405
-5.7273,-7,0.0066172,-0.006652,3.1515
-5.7273,-5.7273,2.7822e-05,-3.2689e-05,3.1416
-5.7273,-4.4545,-0.0066814,0.0066455,3.131
-5.7273,-3.1818,-0.013838,0.013586,3.1145
-5.7273,-1.9091,-0.021231,0.020378,3.0885
-5.7273,-0.63636,-0.028891,0.026789,3.0525
-5.7273,0.63636,-0.036938,0.033077,3.0071
-5.7273,1.9091,-0.045148,0.039371,2.9538
-5.7273,3.1818,-0.053129,0.046131,2.8876
-5.7273,4.4545,-0.059952,0.053846,2.8039
-5.7273,5.7273,-0.064543,0.063756,1.3814
-5.7273,7,-0.065767,0.077096,-0.41124
-7,-7,4.4837e-06,-3.2983e-05,3.1416
-7,-5.7273,-0.006652,0.0066172,3.1317
-7,-4.4545,-0.013825,0.013531,3.1155
-7,-3.1818,-0.02118,0.020079,3.0897
-7,-1.9091,-0.028943,0.026169,3.0547
-7,-0.63636,-0.037339,0.031778,3.0096
-7,0.63636,-0.046402,0.037034,2.9562
-7,1.9091,-0.055877,0.042417,2.8945
-7,3.1818,-0.06515,0.04825,2.8244
-7,4.4545,-0.073105,0.055575,2.7442
-7,5.7273,-0.078283,0.064836,2.6463
-7,7,-0.079361,0.077777,1.2505
0.63636,7,-0.032011,0.037037,-0.12078
0.63636,5.7273,-0.02683,0.028662,-0.076328
0.63636,4.4545,-0.020629,0.021076,-0.03977
0.63636,3.1818,-0.013687,0.013758,-0.011553
0.63636,1.9091,-0.0066472,0.0066723,0.0099911
0.63636,0.63636,1.2497e-06,5.8276e-05,0.00011964
0.63636,-0.63636,0.0066149,-0.0066264,-1.5669
0.63636,-1.9091,0.013783,-0.013866,3.1985
0.63636,-3.1818,0.020779,-0.021144,3.2057
0.63636,-4.4545,0.027379,-0.02872,3.2341
0.63636,-5.7273,0.03308,-0.036957,3.2754
0.63636,-7,0.037055,-0.046459,3.3257
1.9091,7,-0.026283,0.028774,-0.077936
1.9091,5.7273,-0.020395,0.02109,-0.042468
1.9091,4.4545,-0.013616,0.013744,-0.016345
1.9091,3.1818,-0.0066145,0.0066132,0.001444
1.9091,1.9091,-1.816e-05,3.8974e-05,3.9752e-05
1.9091,0.63636,0.0066723,-0.0066472,-0.0099911
1.9091,-0.63636,0.013786,-0.013788,-0.011582
1.9091,-1.9091,0.020897,-0.020997,-1.5424
1.9091,-3.1818,0.027895,-0.028453,3.2567
1.9091,-4.4545,0.034223,-0.036335,3.2831
1.9091,-5.7273,0.039349,-0.045202,3.3278
1.9091,-7,0.042453,-0.055982,3.3858
3.1818,7,-0.020111,0.021049,-0.043698
3.1818,5.7273,-0.013581,0.013751,-0.01796
3.1818,4.4545,-0.006576,0.0065971,-0.0017026
3.1818,3.1818,-2.2081e-05,3.5147e-05,2.3777e-05
3.1818,1.9091,0.0066132,-0.0066145,-0.0014441
3.1818,0.63636,0.013758,-0.013687,0.011553
3.1818,-0.63636,0.021012,-0.020801,0.031875
3.1818,-1.9091,0.028172,-0.027972,0.054041
3.1818,-3.1818,0.035212,-0.035483,-1.4901
3.1818,-4.4545,0.041368,-0.04365,3.3479
3.1818,-5.7273,0.046121,-0.053197,3.3901
3.1818,-7,0.048392,-0.065237,3.4522
4.4545,7,-0.013494,0.013713,-0.018893
4.4545,5.7273,-0.0065485,0.0065581,-0.0030846
4.4545,4.4545,-2.3791e-05,3.3529e-05,1.6931e-05
4.4545,3.1818,0.0065971,-0.006576,0.0017026
4.4545,1.9091,0.013744,-0.013616,0.016344
4.4545,0.63636,0.021075,-0.020629,0.039723
4.4545,-0.63636,0.028551,-0.027545,0.071453
4.4545,-1.9091,0.035992,-0.034358,0.11252
4.4545,-3.1818,0.043187,-0.04172,0.15645
4.4545,-4.4545,0.049514,-0.049998,-1.375
4.4545,-5.7273,0.05387,-0.059991,3.4618
4.4545,-7,0.055802,-0.073074,3.5245
5.7273,7,-0.006497,0.0065248,-0.0040308
5.7273,5.7273,-2.4766e-05,3.2646e-05,1.3127e-05
5.7273,4.4545,0.0065581,-0.0065485,0.0030846
5.7273,3.1818,0.013751,-0.013581,0.017958
5.7273,1.9091,0.02109,-0.020397,0.042428
5.7273,0.63636,0.028657,-0.026834,0.076121
5.7273,-0.63636,0.036629,-0.033231,0.11776
5.7273,-1.9091,0.044805,-0.039609,0.16997
5.7273,-3.1818,0.052602,-0.046228,0.2287
5.7273,-4.4545,0.059386,-0.054246,0.2922
5.7273,-5.7273,0.063934,-0.064406,-1.0447
5.7273,-7,0.065306,-0.07791,3.5939
7,7,3.3465e-06,3.3465e-06,2.8074e-17
7,5.7273,0.0065248,-0.006497,0.0040308
7,4.4545,0.013713,-0.013494,0.018892
7,3.1818,0.021049,-0.020112,0.043688
7,1.9091,0.02877,-0.026284,0.077967
7,0.63636,0.037018,-0.032025,0.12071
7,-0.63636,0.04596,-0.037356,0.17332
7,-1.9091,0.055365,-0.04264,0.23464
7,-3.1818,0.064489,-0.04875,0.3009
7,-4.4545,0.072354,-0.055895,0.37816
7,-5.7273,0.077487,-0.065401,0.45276
7,-7,0.078671,-0.078524,1.6923
